label,status,start_year,end_year,start_decade,country,types,alt_labels,wikidata_id,wikidata_url,official_website,commons_logo_filename,commons_logo_file_page,commons_logo_download_url,logo_thumb_url
Herschell-Spillman,active,1880,,1880s,,automobile manufacturer,,Q52082793,http://www.wikidata.org/entity/Q52082793,,,,,
James Cycle Co,defunct,1880,1966,1880s,United Kingdom,automobile manufacturer;motorcycle manufacturer,,Q4356929,http://www.wikidata.org/entity/Q4356929,,James Cycle logo.png,https://commons.wikimedia.org/wiki/File:James_Cycle_logo.png,https://commons.wikimedia.org/wiki/Special:FilePath/James_Cycle_logo.png,https://commons.wikimedia.org/wiki/Special:FilePath/James_Cycle_logo.png?width=128
Maschinenfabrik A. Flocken,defunct,1880,1931,1880s,German Reich,automobile manufacturer,,Q1653944,http://www.wikidata.org/entity/Q1653944,,Logo Flocken.jpg,https://commons.wikimedia.org/wiki/File:Logo_Flocken.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Logo_Flocken.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Logo_Flocken.jpg?width=128
Q50864764,defunct,1880,1926,1880s,,automobile manufacturer,,Q50864764,http://www.wikidata.org/entity/Q50864764,,,,,
Spyker,defunct,1880,1926,1880s,Netherlands,automobile manufacturer,,Q257815,http://www.wikidata.org/entity/Q257815,,,,,
Gardner-Serpollet,defunct,1881,1907,1880s,France,automobile manufacturer,,Q843965,http://www.wikidata.org/entity/Q843965,,Emblem Gardner-Serpollet.jpg,https://commons.wikimedia.org/wiki/File:Emblem_Gardner-Serpollet.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Emblem_Gardner-Serpollet.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Emblem_Gardner-Serpollet.jpg?width=128
Harper Buggy Company,defunct,1881,1916,1880s,,automobile manufacturer,,Q51569723,http://www.wikidata.org/entity/Q51569723,,,,,
Jonckheere,active,1881,,1880s,Belgium,automobile manufacturer,,Q1703349,http://www.wikidata.org/entity/Q1703349,http://www.vdljonckheere.be,,,,
Q52082600,defunct,1881,1926,1880s,,automobile manufacturer,,Q52082600,http://www.wikidata.org/entity/Q52082600,,,,,
Seagrave Fire Apparatus,active,1881,,1880s,United States,automobile manufacturer,,Q765410,http://www.wikidata.org/entity/Q765410,http://www.seagrave.com/,,,,
VOMAG,active,1881,,1880s,Germany,automobile manufacturer,,Q831177,http://www.wikidata.org/entity/Q831177,,Vomag Logo.svg,https://commons.wikimedia.org/wiki/File:Vomag_Logo.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Vomag_Logo.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Vomag_Logo.svg?width=128
Carrosserie Hess,active,1882,,1880s,Switzerland,automobile manufacturer,Carrosserie Hess AG,Q690628,http://www.wikidata.org/entity/Q690628,http://www.hess-ag.ch,Logo Carrosserie Hess.svg,https://commons.wikimedia.org/wiki/File:Logo_Carrosserie_Hess.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Logo_Carrosserie_Hess.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Logo_Carrosserie_Hess.svg?width=128
Douglas,defunct,1882,1957,1880s,United Kingdom,motorcycle manufacturer;automobile manufacturer,,Q1252404,http://www.wikidata.org/entity/Q1252404,,Douglas flattank.jpg,https://commons.wikimedia.org/wiki/File:Douglas_flattank.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Douglas_flattank.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Douglas_flattank.jpg?width=128
Helios AG,defunct,1882,1930,1880s,German Reich,automobile manufacturer,,Q278393,http://www.wikidata.org/entity/Q278393,,,,,
Lux'sche Industriewerke,active,1882,,1880s,,automobile manufacturer,,Q1878339,http://www.wikidata.org/entity/Q1878339,,,,,
OK-Supreme,defunct,1882,1939,1880s,,motorcycle manufacturer;automobile manufacturer,,Q7072602,http://www.wikidata.org/entity/Q7072602,,,,,
Otto Beckmann & Co,defunct,1882,1927,1880s,Germany,automobile manufacturer,,Q2038207,http://www.wikidata.org/entity/Q2038207,,Beckmann Emblem 1911.JPG,https://commons.wikimedia.org/wiki/File:Beckmann_Emblem_1911.JPG,https://commons.wikimedia.org/wiki/Special:FilePath/Beckmann_Emblem_1911.JPG,https://commons.wikimedia.org/wiki/Special:FilePath/Beckmann_Emblem_1911.JPG?width=128
Q16830279,active,1882,,1880s,,automobile manufacturer,,Q16830279,http://www.wikidata.org/entity/Q16830279,,,,,
Q17575228,defunct,1882,1926,1880s,,automobile manufacturer,,Q17575228,http://www.wikidata.org/entity/Q17575228,,,,,
Q28106283,active,1882,,1880s,Canada,automobile manufacturer,,Q28106283,http://www.wikidata.org/entity/Q28106283,,,,,
Q42308451,defunct,1882,1932,1880s,,automobile manufacturer,,Q42308451,http://www.wikidata.org/entity/Q42308451,,,,,
Q56247787,defunct,1882,1920,1880s,,automobile manufacturer,,Q56247787,http://www.wikidata.org/entity/Q56247787,,,,,
Wegmann & Co.,defunct,1882,1999,1880s,Germany,automobile manufacturer,Wegmann,Q2554313,http://www.wikidata.org/entity/Q2554313,,,,,
"Abenaque Machine Works, Inc.",defunct,1883,1915,1880s,,automobile manufacturer,,Q41436559,http://www.wikidata.org/entity/Q41436559,,,,,
De Dion–Bouton,defunct,1883,1968,1880s,France,automobile manufacturer,,Q1179850,http://www.wikidata.org/entity/Q1179850,,Emblème De Dion-Bouton.jpg,https://commons.wikimedia.org/wiki/File:Embl%C3%A8me_De_Dion-Bouton.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Embl%C3%A8me_De_Dion-Bouton.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Embl%C3%A8me_De_Dion-Bouton.jpg?width=128
Glas,defunct,1883,1966,1880s,Germany,automobile manufacturer,Hans Glas GmbH,Q664324,http://www.wikidata.org/entity/Q664324,,Goggomobil Dart pic14.JPG,https://commons.wikimedia.org/wiki/File:Goggomobil_Dart_pic14.JPG,https://commons.wikimedia.org/wiki/Special:FilePath/Goggomobil_Dart_pic14.JPG,https://commons.wikimedia.org/wiki/Special:FilePath/Goggomobil_Dart_pic14.JPG?width=128
Michigan,active,1883,,1880s,United States,automobile manufacturer,,Q6837437,http://www.wikidata.org/entity/Q6837437,,1912 Michigan Motor Car Company Logo.jpg,https://commons.wikimedia.org/wiki/File:1912_Michigan_Motor_Car_Company_Logo.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/1912_Michigan_Motor_Car_Company_Logo.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/1912_Michigan_Motor_Car_Company_Logo.jpg?width=128
Orion (Czech vehicle brand),defunct,1883,1937,1880s,Czechoslovakia,automobile manufacturer,"Vilém Michl, Továrna motorů, motorových kol a velocipedů, strojírna a slévárna",Q3432230,http://www.wikidata.org/entity/Q3432230,,,,,
Q1645098,active,1883,,1880s,Germany,motorcycle manufacturer,,Q1645098,http://www.wikidata.org/entity/Q1645098,,,,,
Q47290357,defunct,1883,1966,1880s,,automobile manufacturer,,Q47290357,http://www.wikidata.org/entity/Q47290357,,,,,
Q55692115,active,1883,,1880s,,automobile manufacturer,,Q55692115,http://www.wikidata.org/entity/Q55692115,,,,,
Q58424207,active,1883,,1880s,,automobile manufacturer,,Q58424207,http://www.wikidata.org/entity/Q58424207,,,,,
Sturtevant Mill Company,defunct,1883,1920,1880s,United States,automobile manufacturer,,Q62075436,http://www.wikidata.org/entity/Q62075436,,,,,
Hille-Werke,defunct,1884,1962,1880s,Germany,automobile manufacturer,,Q1618682,http://www.wikidata.org/entity/Q1618682,,,,,
Piaggio,active,1884,,1880s,Italy,motorcycle manufacturer;automobile manufacturer,Gruppo Piaggio;Piaggio & C. S.p.A.;Piaggio Group,Q841263,http://www.wikidata.org/entity/Q841263,https://www.piaggiogroup.com,Piaggio Group logo.svg,https://commons.wikimedia.org/wiki/File:Piaggio_Group_logo.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Piaggio_Group_logo.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Piaggio_Group_logo.svg?width=128
Q51845079,defunct,1884,1899,1880s,,automobile manufacturer,,Q51845079,http://www.wikidata.org/entity/Q51845079,,,,,
Q52256109,defunct,1884,1915,1880s,,automobile manufacturer,,Q52256109,http://www.wikidata.org/entity/Q52256109,,,,,
Rauch and Lang,defunct,1884,1932,1880s,,automobile manufacturer,,Q7296105,http://www.wikidata.org/entity/Q7296105,,Rauch-lang 1905 logo.jpg,https://commons.wikimedia.org/wiki/File:Rauch-lang_1905_logo.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Rauch-lang_1905_logo.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Rauch-lang_1905_logo.jpg?width=128
Tenting vehicles,active,1884,,1880s,,automobile manufacturer,,Q2403836,http://www.wikidata.org/entity/Q2403836,,,,,
Automobiles Belgica,defunct,1885,1909,1880s,,automobile manufacturer;motorcycle manufacturer,,Q787544,http://www.wikidata.org/entity/Q787544,,,,,
Gray-Dort Motors,defunct,1885,1925,1880s,,automobile manufacturer,,Q5598131,http://www.wikidata.org/entity/Q5598131,,,,,
The Sun Cycle & Fittings Co. Ltd.,defunct,1885,1961,1880s,United Kingdom,motorcycle manufacturer;automobile manufacturer,Sun Cycle & Fittings Co. Ltd.;Sun motorcycles,Q3976956,http://www.wikidata.org/entity/Q3976956,,Sun-Logo.jpg,https://commons.wikimedia.org/wiki/File:Sun-Logo.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Sun-Logo.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Sun-Logo.jpg?width=128
Triumph,defunct,1885,1984,1880s,United Kingdom,automobile manufacturer;motorcycle manufacturer,Triumph Motor Company,Q1140388,http://www.wikidata.org/entity/Q1140388,,Triumph Globe Emblem2.jpg,https://commons.wikimedia.org/wiki/File:Triumph_Globe_Emblem2.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Triumph_Globe_Emblem2.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Triumph_Globe_Emblem2.jpg?width=128
Wanderer,defunct,1885,1945,1880s,German Empire,automobile manufacturer;motorcycle manufacturer,Wanderer Werke;Wanderer Werke A.G.,Q59183,http://www.wikidata.org/entity/Q59183,http://www.wanderer.de/,Wanderer-werke.svg,https://commons.wikimedia.org/wiki/File:Wanderer-werke.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Wanderer-werke.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Wanderer-werke.svg?width=128
Alexander Leutner & Co.,active,1886,,1880s,Latvia,automobile manufacturer;motorcycle manufacturer,,Q2642559,http://www.wikidata.org/entity/Q2642559,,,,,
Panhard & Levassor,active,1886,,1880s,France,automobile manufacturer,,Q136661830,http://www.wikidata.org/entity/Q136661830,,Panhard & Levassor enamel advert sign at the den hartog ford museum pic-099.JPG,https://commons.wikimedia.org/wiki/File:Panhard_%26_Levassor_enamel_advert_sign_at_the_den_hartog_ford_museum_pic-099.JPG,https://commons.wikimedia.org/wiki/Special:FilePath/Panhard_%26_Levassor_enamel_advert_sign_at_the_den_hartog_ford_museum_pic-099.JPG,https://commons.wikimedia.org/wiki/Special:FilePath/Panhard_%26_Levassor_enamel_advert_sign_at_the_den_hartog_ford_museum_pic-099.JPG?width=128
Thieulin vehicles,active,1886,,1880s,,automobile manufacturer,,Q2420996,http://www.wikidata.org/entity/Q2420996,,,,,
Ames,defunct,1887,1970,1880s,United States,automobile manufacturer,,Q4745855,http://www.wikidata.org/entity/Q4745855,,,,,
Costruzioni Meccaniche di Saronno,defunct,1887,1918,1880s,Italy,automobile manufacturer,Saronno;Officine Meccaniche di Saronno,Q1805748,http://www.wikidata.org/entity/Q1805748,,,,,
"Edwin Foden, Sons & Co.",defunct,1887,2006,1880s,United Kingdom,automobile manufacturer,,Q1435112,http://www.wikidata.org/entity/Q1435112,http://www.foden.com,Foden.jpg,https://commons.wikimedia.org/wiki/File:Foden.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Foden.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Foden.jpg?width=128
Humber Motorcycles,defunct,1887,1967,1880s,,motorcycle manufacturer,,Q1631098,http://www.wikidata.org/entity/Q1631098,,Humber logo.jpg,https://commons.wikimedia.org/wiki/File:Humber_logo.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Humber_logo.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Humber_logo.jpg?width=128
Q787781,defunct,1887,1907,1880s,German Empire,automobile manufacturer,,Q787781,http://www.wikidata.org/entity/Q787781,,,,,
Simplex,defunct,1887,1965,1880s,Netherlands,automobile manufacturer;motorcycle manufacturer,Simplex Machine- en Rijwielfabrieken;N.V. Machine- en Rijwielfabriek Simplex,Q1897902,http://www.wikidata.org/entity/Q1897902,,,,,
Buchet,defunct,1888,1930,1880s,France,automobile manufacturer;motorcycle manufacturer,,Q1548256,http://www.wikidata.org/entity/Q1548256,,,,,
Daimler Manufacturing Company,defunct,1888,1913,1880s,,automobile manufacturer,Daimler USA;USA Daimler,Q3012113,http://www.wikidata.org/entity/Q3012113,,,,,
Indcar,active,1888,,1880s,Spain,automobile manufacturer,Industrial Carrocera Arbuciense SA,Q6015719,http://www.wikidata.org/entity/Q6015719,http://www.indcar.es,,,,
Martin Carriage Works,active,1888,,1880s,,automobile manufacturer,,Q56160069,http://www.wikidata.org/entity/Q56160069,,,,,
Morrison Electric vehicles,active,1888,,1880s,,automobile manufacturer,,Q58159183,http://www.wikidata.org/entity/Q58159183,,,,,
Phänomen,active,1888,,1880s,Germany,automobile manufacturer,Hiller AG;Kraftfahrzeugwerk Phänomen Zittau;Phänomen-Fahrradwerke Gustav Hiller;Phänomen-Werke;Phänomen-Werke AG;Phänomen-Werke Gustav Hiller;Phänomen-Werke Gustav Hiller AG und firmierte zunächst bis 1957 als Volkseigener Betrieb (VEB) Kraftfahrzeugwerk Phänomen Zittau.;Phänomenwerke Gustav Hiller AG;VEB Kraftfahrzeugwerk Phänomen Zittau;Gustav Hiller,Q2148293,http://www.wikidata.org/entity/Q2148293,,,,,
Q115918707,active,1888,,1880s,Switzerland,automobile manufacturer,,Q115918707,http://www.wikidata.org/entity/Q115918707,https://www.calag.ch/,,,,
Q25382696,defunct,1888,2004,1880s,,automobile manufacturer,,Q25382696,http://www.wikidata.org/entity/Q25382696,,,,,
Q52256277,active,1888,,1880s,,automobile manufacturer,,Q52256277,http://www.wikidata.org/entity/Q52256277,,,,,
Roger-Benz vehicles,defunct,1888,1896,1880s,,automobile manufacturer,,Q1309571,http://www.wikidata.org/entity/Q1309571,,,,,
Allard & Co,defunct,1889,1902,1880s,United Kingdom,automobile manufacturer,Allard,Q2648107,http://www.wikidata.org/entity/Q2648107,,,,,
Alldays & Onions,defunct,1889,1969,1880s,United Kingdom,automobile manufacturer;motorcycle manufacturer,,Q1129941,http://www.wikidata.org/entity/Q1129941,,Alldays & Onionslogo.jpg,https://commons.wikimedia.org/wiki/File:Alldays_%26_Onionslogo.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Alldays_%26_Onionslogo.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Alldays_%26_Onionslogo.jpg?width=128
FN,active,1889,,1880s,,automobile manufacturer,Fabrique Nationale d’Armes de Guerre,Q1389299,http://www.wikidata.org/entity/Q1389299,,Emblem FN.JPG,https://commons.wikimedia.org/wiki/File:Emblem_FN.JPG,https://commons.wikimedia.org/wiki/Special:FilePath/Emblem_FN.JPG,https://commons.wikimedia.org/wiki/Special:FilePath/Emblem_FN.JPG?width=128
Gillet-Forest,defunct,1889,1907,1880s,France,automobile manufacturer,,Q1524543,http://www.wikidata.org/entity/Q1524543,,,,,
La Française Diamant,defunct,1889,1956,1880s,France,automobile manufacturer,,Q1798807,http://www.wikidata.org/entity/Q1798807,,La Francaise Diamant logo.jpg,https://commons.wikimedia.org/wiki/File:La_Francaise_Diamant_logo.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/La_Francaise_Diamant_logo.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/La_Francaise_Diamant_logo.jpg?width=128
Q1394118,defunct,1889,1908,1880s,German Empire,automobile manufacturer,,Q1394118,http://www.wikidata.org/entity/Q1394118,,,,,
Q47542748,defunct,1889,1910,1880s,,automobile manufacturer,,Q47542748,http://www.wikidata.org/entity/Q47542748,,,,,
Q52083031,active,1889,,1880s,,automobile manufacturer,,Q52083031,http://www.wikidata.org/entity/Q52083031,,,,,
Windhoff Bahn- und Anlagentechnik,active,1889,,1880s,Germany,automobile manufacturer,,Q1667111,http://www.wikidata.org/entity/Q1667111,http://www.windhoff.de/,Windhoff-Logo-Horizontal-RGB-540.gif,https://commons.wikimedia.org/wiki/File:Windhoff-Logo-Horizontal-RGB-540.gif,https://commons.wikimedia.org/wiki/Special:FilePath/Windhoff-Logo-Horizontal-RGB-540.gif,https://commons.wikimedia.org/wiki/Special:FilePath/Windhoff-Logo-Horizontal-RGB-540.gif?width=128
Alcyon,defunct,1890,1963,1890s,France,automobile manufacturer;motorcycle manufacturer,,Q787527,http://www.wikidata.org/entity/Q787527,,Alcyon 1906 2HP 7 logo.jpg,https://commons.wikimedia.org/wiki/File:Alcyon_1906_2HP_7_logo.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Alcyon_1906_2HP_7_logo.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Alcyon_1906_2HP_7_logo.jpg?width=128
Allright,defunct,1890,1965,1890s,Germany,automobile manufacturer;motorcycle manufacturer,,Q872777,http://www.wikidata.org/entity/Q872777,,,,,
Chater-Lea,defunct,1890,1936,1890s,United Kingdom,automobile manufacturer;motorcycle manufacturer,,Q1068164,http://www.wikidata.org/entity/Q1068164,https://chaterlea.com/,Chater-Lea logo.png,https://commons.wikimedia.org/wiki/File:Chater-Lea_logo.png,https://commons.wikimedia.org/wiki/Special:FilePath/Chater-Lea_logo.png,https://commons.wikimedia.org/wiki/Special:FilePath/Chater-Lea_logo.png?width=128
Chrysler Fevre Argentina S.A.,defunct,1890,1980,1890s,Argentina,automobile manufacturer,,Q5767794,http://www.wikidata.org/entity/Q5767794,,ChryPly Blue Pentastar.svg,https://commons.wikimedia.org/wiki/File:ChryPly_Blue_Pentastar.svg,https://commons.wikimedia.org/wiki/Special:FilePath/ChryPly_Blue_Pentastar.svg,https://commons.wikimedia.org/wiki/Special:FilePath/ChryPly_Blue_Pentastar.svg?width=128
Daimler Motors Corporation,defunct,1890,1926,1890s,German Reich,automobile manufacturer,DMG;Daimler-Motoren-Gesellschaft,Q699551,http://www.wikidata.org/entity/Q699551,,DMG-Werbung-1890.jpg,https://commons.wikimedia.org/wiki/File:DMG-Werbung-1890.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/DMG-Werbung-1890.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/DMG-Werbung-1890.jpg?width=128
Delin,active,1890,,1890s,,automobile manufacturer;motorcycle manufacturer,,Q1184261,http://www.wikidata.org/entity/Q1184261,,,,,
Heinle & Wegelin vehicles,defunct,1890,1900,1890s,German Empire,automobile manufacturer,,Q1949820,http://www.wikidata.org/entity/Q1949820,,,,,
Malicet et Blin,defunct,1890,1925,1890s,,automobile manufacturer,,Q1887323,http://www.wikidata.org/entity/Q1887323,,,,,
Q1358571,defunct,1890,1912,1890s,German Empire,automobile manufacturer,,Q1358571,http://www.wikidata.org/entity/Q1358571,,,,,
Q1528665,defunct,1890,1905,1890s,,automobile manufacturer,,Q1528665,http://www.wikidata.org/entity/Q1528665,,,,,
Q1727505,defunct,1890,2000,1890s,,automobile manufacturer;motorcycle manufacturer,,Q1727505,http://www.wikidata.org/entity/Q1727505,,,,,
Q1985854,active,1890,,1890s,,automobile manufacturer,,Q1985854,http://www.wikidata.org/entity/Q1985854,,,,,
Q58812860,active,1890,,1890s,,automobile manufacturer,,Q58812860,http://www.wikidata.org/entity/Q58812860,,,,,
Vallée vehicles,active,1890,,1890s,,automobile manufacturer,,Q787762,http://www.wikidata.org/entity/Q787762,,Emblem Vallee.JPG,https://commons.wikimedia.org/wiki/File:Emblem_Vallee.JPG,https://commons.wikimedia.org/wiki/Special:FilePath/Emblem_Vallee.JPG,https://commons.wikimedia.org/wiki/Special:FilePath/Emblem_Vallee.JPG?width=128
Church Manufacturing Company,defunct,1891,1905,1890s,,automobile manufacturer,,Q55791618,http://www.wikidata.org/entity/Q55791618,,,,,
